0	20	78	130
1	20,273	21,5029	129,727
2	20,3483	30,2427	129,652
3	20,4541	38,8602	129,546
4	20,5901	47,468	129,41
5	20,7563	56,0636	129,244
6	20,9525	64,6452	129,048
7	21,1787	73,2107	128,821
8	21,435	81,7582	128,565
9	21,7211	90,2856	128,279
10	22,0371	98,791	127,963
11	22,3829	107,272	127,617
12	22,7584	115,728	127,242
13	23,1634	124,155	126,837
14	23,5979	132,553	126,402
15	24,0619	140,919	125,938
16	24,5551	149,251	125,445
17	25,0775	157,547	124,923
18	25,6289	165,805	124,371
19	26,2092	174,024	123,791
20	26,8183	182,202	123,182
21	27,456	190,336	122,544
22	28,1222	198,424	121,878
23	28,8167	206,466	121,183
24	29,5393	214,458	120,461
25	30,2899	222,4	119,71
26	31,0683	230,289	118,932
27	31,8743	238,123	118,126
28	32,7077	245,901	117,292
29	33,5684	253,621	116,432
30	34,4561	261,281	115,544
31	35,3705	268,879	114,629
32	36,3116	276,414	113,688
33	37,2791	283,883	112,721
34	38,2727	291,285	111,727
35	39,2922	298,619	110,708
36	40,3373	305,882	109,663
37	41,4079	313,073	108,592
38	42,5037	320,19	107,496
39	43,6243	327,232	106,376
40	44,7696	334,197	105,23
41	45,9393	341,083	104,061
42	47,1331	347,889	102,867
43	48,3507	354,613	101,649
44	49,5919	361,254	100,408
45	50,8563	367,81	99,1437
46	52,1436	374,279	97,8564
47	53,4536	380,661	96,5464
48	54,7859	386,953	95,2141
49	56,1402	393,154	93,8598
50	57,5163	399,263	92,4837
51	58,9137	405,278	91,0863
52	60,3322	411,198	89,6678
53	61,7714	417,022	88,2286
54	63,2309	422,747	86,7691
55	64,7106	428,374	85,2894
56	66,2099	433,9	83,7901
57	67,7285	439,325	82,2715
58	69,2662	444,646	80,7338
59	70,8224	449,864	79,1776
60	72,3969	454,975	77,6031
61	73,9894	459,981	76,0106
62	75,5993	464,878	74,4007
63	77,2264	469,667	72,7736
64	78,8702	474,346	71,1298
65	80,5304	478,914	69,4696
66	82,2066	483,369	67,7934
67	83,8984	487,712	66,1016
68	85,6054	491,941	64,3946
69	87,3272	496,054	62,6728
70	89,0634	500,051	60,9366
71	90,8135	503,932	59,1865
72	92,5773	507,694	57,4227
73	94,3542	511,338	55,6458
74	96,1439	514,863	53,8561
75	97,9459	518,267	52,0541
76	99,7599	521,55	50,2401
77	101,585	524,711	48,4147
78	103,422	527,749	46,5782
79	105,269	530,664	44,7311
80	107,126	533,455	42,8738
81	108,993	536,122	41,0067
82	110,87	538,664	39,1302
83	112,755	541,079	37,2449
84	114,649	543,369	35,3511
85	116,551	545,531	33,4494
86	118,46	547,567	31,54
87	120,376	549,474	29,6235
88	122,3	551,253	27,7004
89	124,229	552,904	25,771
90	126,164	554,426	23,8358
91	128,105	555,818	21,8953
92	130,05	557,081	19,95
93	132	558,213	18,0002
94	133,954	559,216	16,0464
95	135,911	560,088	14,0892
96	137,871	560,83	12,1289
97	139,834	561,441	10,166
98	141,799	561,921	8,20091
99	143,766	562,27	6,23419
100	145,734	562,489	4,26624
101	147,702	562,576	2,29753
102	149,671	562,532	0,328513
103	151,64	562,357	-1,64035
104	153,609	562,051	-3,6086
105	155,576	561,614	-5,57578
106	157,541	561,047	-7,54143
107	159,505	560,349	-9,50509
108	161,466	559,52	-11,4663
109	163,425	558,561	-13,4246
110	165,38	557,473	-15,3796
111	167,331	556,254	-17,3308
112	169,278	554,906	-19,2776
113	171,22	553,429	-21,2198
114	173,157	551,823	-23,1568
115	175,088	550,089	-25,0882
116	177,014	548,227	-27,0135
117	178,932	546,238	-28,9323
118	180,844	544,121	-30,8441
119	182,749	541,878	-32,7486
120	184,645	539,509	-34,6451
121	186,533	537,015	-36,5334
122	188,413	534,396	-38,413
123	190,283	531,652	-40,2833
124	192,144	528,785	-42,1441
125	193,995	525,796	-43,9949
126	195,835	522,684	-45,8352
127	197,665	519,451	-47,6646
128	199,483	516,097	-49,4826
129	201,289	512,623	-51,289
130	203,083	509,031	-53,0832
131	204,865	505,32	-54,8648
132	206,633	501,492	-56,6334
133	208,389	497,548	-58,3886
134	210,13	493,488	-60,13
135	211,857	489,314	-61,8572
136	213,57	485,026	-63,5698
137	215,267	480,626	-65,2674
138	216,95	476,114	-66,9496
139	218,616	471,492	-68,616
140	220,266	466,76	-70,2662
141	221,9	461,921	-71,8999
142	223,517	456,974	-73,5166
143	225,116	451,922	-75,116
144	226,698	446,765	-76,6978
145	228,261	441,504	-78,2614
146	229,807	436,142	-79,8067
147	231,333	430,678	-81,3332
148	232,841	425,115	-82,8406
149	234,328	419,453	-84,3285
150	235,797	419,453	-84,3285
