0	18	49.2	82
1	43.83	0.902	56.17
2	42.775	20.067	57.225
3	47.3825	22.4975	52.6175
4	53.6483	26.3036	46.3517
5	59.7942	30.384	40.2058
6	66.7315	33.3152	33.2685
7	71.9728	36.966	28.0272
8	77.1816	39.264	22.8184
9	80.3496	42.2495	19.6504
10	83.3975	43.9698	16.6025
11	84.6585	46.3974	15.3415
12	86.0586	47.722	13.9414
13	87.8101	48.7653	12.1899
14	88.6762	50.3403	11.3238
15	89.1361	51.6298	10.8639
16	90.3316	52.2289	9.66839
17	92.0463	52.7646	7.95371
18	93.3054	53.6619	6.69456
19	93.8332	54.6443	6.16684
20	93.6596	55.6289	6.34041
21	93.3133	56.3839	6.68665
22	93.5493	56.7379	6.45067
23	94.5163	56.9208	5.48372
24	95.6186	57.2913	4.38142
25	96.4074	57.8073	3.5926
26	96.9396	58.2416	3.0604
27	97.3446	58.5708	2.65541
28	97.6043	58.883	2.39572
29	97.7196	59.1832	2.28042
30	97.7323	59.4613	2.26773
31	97.6923	59.7184	2.3077
32	97.6433	59.9585	2.35665
33	97.6123	60.1883	2.38767
34	97.6091	60.4135	2.3909
35	97.6324	60.637	2.36755
36	97.6785	60.8578	2.32146
37	97.7469	61.072	2.25309
38	97.8412	61.2749	2.15882
39	97.9651	61.4635	2.03486
40	98.118	61.6373	1.88202
41	98.2926	61.7971	1.70737
42	98.4783	61.9438	1.52172
43	98.6647	62.077	1.33534
44	98.8444	62.1958	1.15556
45	99.0129	62.3002	0.987054
46	99.1669	62.3907	0.833061
47	99.3041	62.4687	0.695864
48	99.4236	62.5352	0.576418
49	99.5258	62.5913	0.474242
50	99.6121	62.638	0.387936
51	99.6842	62.6767	0.315806
52	99.7439	62.7085	0.256139
53	99.7928	62.7346	0.207199
54	99.8327	62.7558	0.167277
55	99.8652	62.7731	0.134821
56	99.8915	62.787	0.108519
57	99.9127	62.7982	0.0872756
58	99.9298	62.8073	0.0701577
59	99.9436	62.8146	0.0563753
60	99.9547	62.8205	0.0452823
61	99.9636	62.8252	0.0363622
62	99.9708	62.829	0.0291975
63	99.9766	62.8321	0.0234446
64	99.9812	62.8345	0.0188238
65	99.9849	62.8365	0.0151121
66	99.9879	62.8381	0.012132
67	99.9903	62.8393	0.0097402
68	99.9922	62.8404	0.00782028
69	99.9937	62.8412	0.00627854
70	99.995	62.8418	0.00504053
71	99.996	62.8424	0.00404676
72	99.9968	62.8428	0.00324913
73	99.9974	62.8431	0.00260873
74	99.9979	62.8434	0.00209447
75	99.9983	62.8436	0.00168156
76	99.9986	62.8438	0.00135012
77	99.9989	62.8439	0.00108403
78	99.9991	62.844	0.000870378
79	99.9993	62.8441	0.000698812
80	99.9994	62.8442	0.000561069
81	99.9995	62.8443	0.000450491
82	99.9996	62.8443	0.00036171
83	99.9997	62.8443	0.000290419
84	99.9998	62.8444	0.000233176
85	99.9998	62.8444	0.000187219
86	99.9998	62.8444	0.000150322
87	99.9999	62.8444	0.000120697
88	99.9999	62.8444	9.69078e-05
89	99.9999	62.8445	7.78076e-05
90	99.9999	62.8445	6.2473e-05
91	99.9999	62.8445	5.0161e-05
92	100	62.8445	4.0275e-05
93	100	62.8445	3.2337e-05
94	100	62.8445	2.59637e-05
95	100	62.8445	2.08468e-05
96	100	62.8445	1.67383e-05
97	100	62.8445	1.34394e-05
98	100	62.8445	1.07906e-05
99	100	62.8445	8.6639e-06
100	100	62.8445	6.95642e-06
101	100	62.8445	5.58542e-06
102	100	62.8445	4.48459e-06
103	100	62.8445	3.60073e-06
104	100	62.8445	2.89109e-06
105	100	62.8445	2.3213e-06
106	100	62.8445	1.86381e-06
107	100	62.8445	1.49647e-06
108	100	62.8445	1.20154e-06
109	100	62.8445	9.64735e-07
110	100	62.8445	7.74601e-07
111	100	62.8445	6.21937e-07
112	100	62.8445	4.99361e-07
113	100	62.8445	4.00944e-07
114	100	62.8445	3.21925e-07
115	100	62.8445	2.58478e-07
116	100	62.8445	2.07535e-07
117	100	62.8445	1.66633e-07
118	100	62.8445	1.33792e-07
119	100	62.8445	1.07424e-07
120	100	62.8445	8.62521e-08
121	100	62.8445	6.92529e-08
122	100	62.8445	5.56042e-08
123	100	62.8445	4.46455e-08
124	100	62.8445	3.58465e-08
125	100	62.8445	2.87816e-08
126	100	62.8445	2.31092e-08
127	100	62.8445	1.85547e-08
128	100	62.8445	1.48978e-08
129	100	62.8445	1.19617e-08
130	100	62.8445	9.60424e-09
131	100	62.8445	7.71139e-09
132	100	62.8445	6.19156e-09
133	100	62.8445	4.97128e-09
134	100	62.8445	3.99152e-09
135	100	62.8445	3.20483e-09
136	100	62.8445	2.5732e-09
137	100	62.8445	2.06609e-09
138	100	62.8445	1.65889e-09
139	100	62.8445	1.33193e-09
140	100	62.8445	1.06942e-09
141	100	62.8445	8.58662e-10
142	100	62.8445	6.8944e-10
143	100	62.8445	5.53555e-10
144	100	62.8445	4.44444e-10
145	100	62.8445	3.56835e-10
146	100	62.8445	2.86505e-10
147	100	62.8445	2.30045e-10
148	100	62.8445	1.84713e-10
149	100	62.8445	1.48304e-10
150	100	62.8445	1.48304e-10
